Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Major_Category,Year_of_Study,Burnout_Risk_Level,Burnout_Code
4.3,0,1,3,4.22,4,Allowed_With_Citation,7,Humanities,Junior,Medium,2
15.77,0,2,4,9.09,3,Actively_Encouraged,1,Arts,Freshman,High,0
2.54,4,0,3,17.12,4,Allowed_With_Citation,3,Business,Graduate,Medium,2
0.56,0,0,4,4.7,1,Allowed_With_Citation,1,Humanities,Freshman,Medium,2
0.63,1,1,3,14.91,4,Allowed_With_Citation,5,STEM,Senior,Medium,2
2.15,0,1,1,10.4,2,Allowed_With_Citation,1,Arts,Senior,Medium,2
1.79,1,0,3,17.55,3,Actively_Encouraged,6,STEM,Freshman,Low,1
2.11,3,1,2,6.61,2,Allowed_With_Citation,7,Medical,Senior,Medium,2
2.79,1,0,5,14.46,2,Strict_Ban,4,STEM,Graduate,High,0
2.47,3,1,3,4.31,2,Actively_Encouraged,8,Arts,Junior,Low,1
16.11,4,0,4,1.0,4,Allowed_With_Citation,6,Humanities,Sophomore,High,0
40.0,4,2,4,6.26,8,Strict_Ban,10,STEM,Junior,High,0
0.03,0,2,2,10.72,3,Allowed_With_Citation,5,Humanities,Freshman,Low,1
15.42,4,0,3,14.18,3,Allowed_With_Citation,2,STEM,Graduate,High,0
0.88,3,2,1,17.18,4,Allowed_With_Citation,6,STEM,Sophomore,Medium,2
12.76,4,0,3,14.78,3,Allowed_With_Citation,9,STEM,Junior,Medium,2
9.96,0,0,3,1.0,2,Allowed_With_Citation,1,Arts,Sophomore,High,0
2.16,2,2,5,12.84,1,Actively_Encouraged,5,STEM,Freshman,Medium,2
28.51,0,0,5,2.85,7,Actively_Encouraged,2,Medical,Freshman,High,0
5.29,1,1,1,12.58,1,Actively_Encouraged,2,STEM,Junior,Medium,2
10.64,3,1,1,12.51,3,Actively_Encouraged,7,Business,Junior,High,0
1.81,0,2,2,13.85,1,Allowed_With_Citation,4,Arts,Graduate,Low,1
8.19,4,1,2,6.55,2,Allowed_With_Citation,5,Medical,Sophomore,Low,1
13.01,1,2,1,11.92,4,Strict_Ban,7,STEM,Sophomore,Medium,2
6.36,3,1,2,12.27,4,Actively_Encouraged,6,Business,Graduate,High,0
22.69,2,0,3,13.45,6,Actively_Encouraged,4,STEM,Freshman,Medium,2
7.02,0,1,2,12.44,1,Allowed_With_Citation,1,Humanities,Senior,Medium,2
0.29,3,1,1,4.38,2,Allowed_With_Citation,3,Business,Freshman,Medium,2
1.13,0,1,2,16.75,2,Allowed_With_Citation,5,Humanities,Graduate,Medium,2
3.22,3,2,1,7.99,1,Allowed_With_Citation,3,Humanities,Sophomore,Medium,2
33.6,0,2,2,11.6,7,Strict_Ban,10,STEM,Senior,High,0
4.29,1,0,3,17.67,2,Allowed_With_Citation,3,STEM,Graduate,Medium,2
40.0,1,1,2,5.71,9,Actively_Encouraged,8,STEM,Senior,High,0
1.57,4,0,4,13.58,1,Allowed_With_Citation,2,Medical,Junior,Medium,2
34.45,2,0,3,11.75,6,Allowed_With_Citation,4,STEM,Graduate,High,0
12.47,2,1,3,6.65,5,Allowed_With_Citation,3,Business,Senior,High,0
4.39,0,2,4,4.54,4,Actively_Encouraged,4,Arts,Senior,High,0
22.28,3,0,3,7.98,4,Actively_Encouraged,4,Business,Sophomore,High,0
0.64,3,1,3,17.08,2,Allowed_With_Citation,7,Business,Sophomore,Low,1
0.98,4,1,1,7.05,2,Allowed_With_Citation,1,Business,Junior,Low,1
0.27,0,2,2,8.07,1,Allowed_With_Citation,4,Humanities,Freshman,Medium,2
1.6,0,0,3,2.8,3,Strict_Ban,5,Humanities,Graduate,Medium,2
11.9,3,2,4,14.8,2,Actively_Encouraged,4,Medical,Freshman,Medium,2
12.54,4,2,2,9.78,6,Actively_Encouraged,4,Medical,Senior,High,0
10.46,2,2,5,10.35,5,Allowed_With_Citation,7,Business,Freshman,Low,1
2.59,1,1,3,18.04,2,Allowed_With_Citation,7,STEM,Freshman,Low,1
8.52,4,1,1,17.36,4,Strict_Ban,2,Humanities,Junior,Medium,2
0.52,1,0,3,6.25,1,Allowed_With_Citation,1,Humanities,Junior,Medium,2
4.96,0,0,3,10.03,4,Allowed_With_Citation,4,Arts,Freshman,Medium,2
6.5,3,1,3,8.67,4,Actively_Encouraged,3,Business,Sophomore,Medium,2
5.23,0,2,2,1.0,2,Allowed_With_Citation,5,Business,Sophomore,Low,1
3.96,1,2,2,16.19,2,Strict_Ban,4,Business,Graduate,Medium,2
3.23,3,1,2,4.54,3,Strict_Ban,2,STEM,Senior,Low,1
17.58,0,2,3,3.81,5,Actively_Encouraged,10,Arts,Senior,Medium,2
3.98,4,0,4,7.29,4,Allowed_With_Citation,4,STEM,Graduate,Medium,2
1.63,4,0,5,11.4,4,Allowed_With_Citation,4,Business,Senior,Medium,2
4.31,2,2,3,1.0,1,Allowed_With_Citation,4,STEM,Freshman,Medium,2
1.41,1,0,3,17.17,4,Allowed_With_Citation,4,STEM,Graduate,Low,1
26.98,0,1,2,11.32,8,Allowed_With_Citation,4,STEM,Freshman,High,0
3.53,3,1,2,4.3,3,Allowed_With_Citation,2,Medical,Freshman,Medium,2
22.33,2,0,3,1.0,4,Allowed_With_Citation,5,Business,Sophomore,High,0
2.74,4,1,2,1.26,1,Allowed_With_Citation,5,Humanities,Freshman,Medium,2
1.18,0,2,4,14.93,4,Actively_Encouraged,3,Arts,Freshman,Medium,2
1.92,4,0,4,11.83,4,Actively_Encouraged,6,Business,Junior,Medium,2
4.18,0,1,1,7.13,4,Actively_Encouraged,4,Business,Senior,Low,1
3.33,0,2,4,12.48,4,Strict_Ban,4,Humanities,Junior,Low,1
2.74,1,0,4,9.21,3,Allowed_With_Citation,2,STEM,Sophomore,High,0
0.52,2,1,3,16.44,2,Actively_Encouraged,3,STEM,Graduate,Low,1
15.12,0,0,3,17.56,5,Allowed_With_Citation,5,STEM,Sophomore,Medium,2
28.42,2,2,3,16.67,4,Allowed_With_Citation,7,Business,Senior,Medium,2
24.05,1,0,5,10.71,7,Strict_Ban,10,STEM,Freshman,High,0
15.77,0,2,3,6.89,4,Actively_Encouraged,4,Humanities,Sophomore,Medium,2
9.96,2,1,3,12.41,4,Allowed_With_Citation,6,Humanities,Senior,Medium,2
5.81,1,0,3,12.09,1,Actively_Encouraged,2,STEM,Freshman,High,0
6.59,2,1,1,16.82,5,Allowed_With_Citation,6,Medical,Graduate,Medium,2
1.76,4,2,3,19.34,4,Actively_Encouraged,4,Medical,Sophomore,Low,1
1.64,4,2,4,12.96,1,Allowed_With_Citation,3,STEM,Graduate,Low,1
36.0,1,2,2,1.0,7,Allowed_With_Citation,5,Arts,Senior,High,0
9.3,0,2,2,8.52,3,Actively_Encouraged,9,Humanities,Graduate,High,0
1.82,1,1,2,10.88,3,Allowed_With_Citation,7,Arts,Freshman,Low,1
0.67,3,1,2,4.74,5,Allowed_With_Citation,6,STEM,Senior,Medium,2
3.6,2,0,4,9.41,1,Allowed_With_Citation,3,STEM,Graduate,High,0
15.84,4,0,5,20.09,6,Allowed_With_Citation,5,Medical,Graduate,High,0
23.65,3,0,3,14.16,5,Strict_Ban,9,Medical,Freshman,High,0
0.52,3,2,4,6.48,1,Allowed_With_Citation,1,Humanities,Freshman,Low,1
3.34,3,2,4,8.8,2,Allowed_With_Citation,2,Medical,Senior,Medium,2
0.16,3,0,3,17.74,1,Allowed_With_Citation,4,Business,Freshman,Low,1
3.46,4,0,3,19.25,6,Actively_Encouraged,5,STEM,Freshman,Low,1
3.26,0,0,5,9.05,1,Allowed_With_Citation,1,Humanities,Junior,Medium,2
31.82,1,0,5,4.13,7,Actively_Encouraged,3,STEM,Junior,High,0
2.5,1,0,5,12.02,3,Strict_Ban,5,Arts,Junior,Medium,2
1.65,3,2,3,13.42,3,Strict_Ban,7,Medical,Freshman,Low,1
1.71,2,2,2,20.06,5,Allowed_With_Citation,5,Business,Junior,Medium,2
5.94,3,1,1,6.69,6,Allowed_With_Citation,8,Business,Sophomore,Low,1
0.6,3,1,1,10.16,1,Actively_Encouraged,4,Business,Senior,Medium,2
38.86,3,1,1,12.34,8,Allowed_With_Citation,7,STEM,Sophomore,High,0
2.66,3,2,4,18.64,6,Actively_Encouraged,9,Humanities,Sophomore,High,0
4.15,4,2,4,15.8,4,Allowed_With_Citation,4,Humanities,Senior,High,0
1.09,1,2,2,3.93,3,Actively_Encouraged,7,Business,Senior,Low,1
8.77,0,1,3,18.52,4,Allowed_With_Citation,5,Arts,Freshman,Medium,2
11.78,2,1,2,12.44,3,Strict_Ban,7,STEM,Junior,High,0
0.35,2,1,2,18.65,3,Allowed_With_Citation,6,Humanities,Senior,Low,1
5.77,1,1,3,12.98,3,Strict_Ban,3,Arts,Junior,Low,1
9.04,0,2,4,9.08,4,Actively_Encouraged,2,STEM,Senior,High,0
1.25,3,0,4,13.38,1,Actively_Encouraged,6,Business,Freshman,Low,1
1.69,3,2,3,7.19,4,Actively_Encouraged,6,STEM,Graduate,Medium,2
0.24,3,1,1,11.98,2,Allowed_With_Citation,2,Business,Sophomore,Medium,2
8.44,1,1,2,10.63,5,Actively_Encouraged,4,Arts,Junior,Low,1
28.42,1,1,1,8.0,4,Actively_Encouraged,8,STEM,Freshman,Medium,2
15.55,1,2,3,12.6,4,Allowed_With_Citation,5,Arts,Senior,High,0
7.46,0,2,3,13.51,2,Strict_Ban,2,Humanities,Junior,Medium,2
13.51,2,2,2,8.71,4,Allowed_With_Citation,7,STEM,Graduate,High,0
2.43,0,1,3,13.5,2,Allowed_With_Citation,5,Humanities,Junior,Low,1
0.36,4,0,5,8.58,1,Allowed_With_Citation,3,Medical,Senior,Low,1
2.03,1,0,5,10.01,5,Actively_Encouraged,9,STEM,Freshman,Low,1
4.48,0,0,4,4.51,2,Actively_Encouraged,3,Humanities,Freshman,Low,1
17.51,1,0,5,5.33,4,Strict_Ban,1,Business,Graduate,Medium,2
10.96,1,2,3,14.99,2,Allowed_With_Citation,3,Humanities,Sophomore,Low,1
3.8,1,0,3,17.42,3,Allowed_With_Citation,5,STEM,Graduate,Medium,2
8.5,3,2,3,6.69,2,Actively_Encouraged,6,Humanities,Freshman,Medium,2
8.92,3,2,4,4.32,1,Strict_Ban,4,Arts,Junior,Medium,2
2.83,4,2,2,9.62,3,Actively_Encouraged,3,Medical,Junior,Medium,2
21.24,1,0,3,13.27,6,Allowed_With_Citation,8,STEM,Graduate,Medium,2
1.19,3,0,5,7.81,3,Allowed_With_Citation,2,Business,Sophomore,Low,1
24.55,0,0,5,11.86,8,Strict_Ban,10,STEM,Freshman,High,0
5.12,4,1,2,2.52,3,Allowed_With_Citation,1,Business,Junior,High,0
5.24,4,1,2,11.94,1,Allowed_With_Citation,4,STEM,Senior,Medium,2
10.38,1,2,4,11.75,1,Strict_Ban,4,STEM,Freshman,Medium,2
16.15,1,0,4,3.59,7,Actively_Encouraged,3,Arts,Freshman,Medium,2
6.78,1,0,3,19.31,5,Allowed_With_Citation,6,STEM,Senior,Low,1
3.0,0,2,4,13.47,4,Strict_Ban,7,Humanities,Senior,Low,1
2.15,4,2,4,19.74,3,Strict_Ban,2,Medical,Freshman,Medium,2
0.7,4,0,3,8.46,4,Allowed_With_Citation,5,Medical,Senior,High,0
1.05,1,1,1,14.28,3,Actively_Encouraged,6,STEM,Freshman,Medium,2
5.21,3,0,5,16.66,2,Actively_Encouraged,2,Business,Senior,Low,1
1.62,1,2,4,9.02,5,Allowed_With_Citation,6,Business,Sophomore,Low,1
6.7,0,2,2,5.11,4,Actively_Encouraged,7,Humanities,Sophomore,High,0
1.58,4,2,3,10.54,4,Actively_Encouraged,4,Medical,Senior,Medium,2
17.06,4,0,4,9.02,5,Actively_Encouraged,3,Arts,Graduate,High,0
2.15,0,1,3,9.16,4,Allowed_With_Citation,1,Arts,Freshman,Low,1
0.28,1,0,3,13.89,2,Allowed_With_Citation,6,STEM,Freshman,Low,1
15.58,1,2,3,10.59,6,Actively_Encouraged,2,Humanities,Sophomore,Medium,2
3.44,2,2,2,2.83,2,Actively_Encouraged,5,Humanities,Graduate,High,0
1.39,1,2,5,4.23,5,Actively_Encouraged,5,STEM,Graduate,High,0
12.55,1,2,4,1.0,2,Allowed_With_Citation,6,STEM,Graduate,Medium,2
40.0,3,2,1,11.99,10,Actively_Encouraged,9,STEM,Sophomore,High,0
7.01,1,0,4,11.57,3,Actively_Encouraged,2,STEM,Sophomore,Low,1
7.99,4,1,2,21.21,5,Allowed_With_Citation,3,STEM,Freshman,Medium,2
7.1,1,2,3,14.48,3,Allowed_With_Citation,4,STEM,Graduate,Medium,2
3.76,3,0,5,3.08,4,Actively_Encouraged,8,STEM,Sophomore,High,0
12.05,0,1,3,6.73,5,Strict_Ban,5,Humanities,Junior,High,0
2.94,1,1,2,9.16,1,Actively_Encouraged,3,Business,Sophomore,Low,1
7.62,0,1,1,23.86,5,Allowed_With_Citation,2,Humanities,Junior,Medium,2
2.2,2,2,2,9.73,1,Allowed_With_Citation,4,Medical,Sophomore,Low,1
2.36,3,2,5,1.89,1,Allowed_With_Citation,3,Business,Sophomore,High,0
11.1,3,1,3,14.21,2,Actively_Encouraged,2,Arts,Junior,Medium,2
2.87,2,0,4,19.63,5,Strict_Ban,4,Medical,Sophomore,Low,1
0.15,1,1,1,3.49,2,Allowed_With_Citation,6,STEM,Senior,Low,1
4.3,2,2,3,10.25,4,Strict_Ban,5,Humanities,Junior,Low,1
2.84,0,2,1,14.44,3,Allowed_With_Citation,7,Humanities,Freshman,Low,1
4.89,0,2,3,4.96,3,Allowed_With_Citation,4,Humanities,Sophomore,Medium,2
3.21,4,1,2,11.86,3,Allowed_With_Citation,6,STEM,Freshman,Low,1
9.95,1,2,3,13.79,5,Strict_Ban,5,Arts,Sophomore,Medium,2
0.65,3,0,3,7.59,1,Allowed_With_Citation,6,STEM,Senior,Low,1
16.67,4,1,3,22.9,6,Strict_Ban,4,Medical,Freshman,Medium,2
4.37,1,1,1,12.54,3,Strict_Ban,8,Arts,Freshman,Low,1
3.75,1,0,3,9.22,4,Strict_Ban,2,Business,Sophomore,Low,1
0.24,2,0,4,11.42,3,Actively_Encouraged,2,STEM,Junior,Low,1
9.48,0,2,5,13.59,4,Allowed_With_Citation,1,Business,Junior,High,0
12.17,1,2,2,15.35,3,Allowed_With_Citation,2,STEM,Sophomore,Low,1
4.0,4,1,1,9.06,2,Actively_Encouraged,3,STEM,Graduate,Medium,2
22.8,2,1,2,19.67,5,Allowed_With_Citation,7,Arts,Junior,High,0
9.77,3,1,1,13.2,1,Allowed_With_Citation,1,Humanities,Junior,High,0
1.67,1,2,3,2.52,2,Allowed_With_Citation,5,Humanities,Freshman,Low,1
9.45,0,2,3,15.45,2,Allowed_With_Citation,1,Arts,Junior,Medium,2
7.95,4,1,2,14.12,1,Allowed_With_Citation,3,STEM,Junior,Low,1
20.24,2,0,3,9.95,7,Actively_Encouraged,5,Business,Freshman,Medium,2
11.09,3,2,3,10.86,4,Allowed_With_Citation,6,Business,Sophomore,Low,1
6.84,0,1,3,9.16,3,Actively_Encouraged,1,Humanities,Freshman,Low,1
36.0,3,1,2,11.39,10,Actively_Encouraged,8,Arts,Freshman,High,0
0.2,4,1,1,11.33,3,Allowed_With_Citation,3,Medical,Junior,Medium,2
3.64,0,2,2,10.96,4,Actively_Encouraged,4,Humanities,Sophomore,High,0
6.79,3,2,1,1.0,4,Actively_Encouraged,5,Humanities,Sophomore,High,0
39.68,3,1,2,13.35,9,Allowed_With_Citation,8,Business,Sophomore,Medium,2
1.27,3,1,2,17.78,4,Allowed_With_Citation,5,Business,Junior,Medium,2
9.98,3,0,4,13.01,3,Actively_Encouraged,8,Business,Junior,Medium,2
3.3,1,1,1,23.09,4,Allowed_With_Citation,4,STEM,Junior,Medium,2
10.34,1,2,2,14.24,2,Actively_Encouraged,2,STEM,Freshman,Medium,2
2.93,4,1,1,11.69,3,Strict_Ban,7,Medical,Senior,Medium,2
1.59,1,0,3,6.67,1,Actively_Encouraged,4,STEM,Freshman,Medium,2
8.69,0,1,3,1.52,2,Actively_Encouraged,2,Business,Senior,High,0
4.8,0,2,5,1.15,1,Strict_Ban,2,Arts,Sophomore,Medium,2
4.1,1,2,3,3.33,2,Allowed_With_Citation,3,Humanities,Sophomore,Medium,2
2.45,3,2,1,15.37,1,Allowed_With_Citation,1,Business,Junior,Medium,2
2.78,1,2,1,1.0,2,Allowed_With_Citation,1,STEM,Junior,Medium,2
3.43,2,2,3,14.57,1,Strict_Ban,3,Medical,Junior,Medium,2
15.43,1,2,3,13.09,5,Allowed_With_Citation,1,STEM,Graduate,Low,1
0.83,3,2,2,12.44,1,Actively_Encouraged,4,Humanities,Graduate,Medium,2
14.7,3,2,4,11.83,6,Allowed_With_Citation,3,Business,Sophomore,High,0
7.31,0,2,4,8.01,2,Strict_Ban,5,Arts,Junior,High,0
27.65,1,0,3,14.02,8,Actively_Encouraged,8,STEM,Senior,High,0
9.45,0,1,1,10.08,5,Actively_Encouraged,4,Humanities,Freshman,Low,1
6.04,0,1,3,14.35,5,Actively_Encouraged,4,STEM,Freshman,Medium,2
3.01,2,1,2,12.72,4,Allowed_With_Citation,2,Humanities,Graduate,Medium,2
13.44,2,0,3,9.74,5,Allowed_With_Citation,7,Arts,Graduate,High,0
5.8,1,0,4,12.23,5,Allowed_With_Citation,5,STEM,Sophomore,Medium,2
1.35,2,2,5,14.08,1,Allowed_With_Citation,2,Business,Sophomore,Low,1
6.03,1,0,3,15.91,1,Allowed_With_Citation,3,Arts,Freshman,Low,1
38.0,1,1,2,4.72,10,Strict_Ban,8,Medical,Senior,High,0
2.68,4,2,1,18.21,1,Actively_Encouraged,2,Business,Senior,Medium,2
5.31,0,1,2,13.48,3,Strict_Ban,5,Humanities,Junior,Low,1
1.17,0,2,4,9.6,2,Actively_Encouraged,8,Humanities,Sophomore,Low,1
6.36,2,1,3,15.83,4,Allowed_With_Citation,5,Medical,Junior,Medium,2
0.5,1,1,2,4.64,2,Actively_Encouraged,7,Medical,Junior,Low,1
3.46,0,1,2,15.63,4,Allowed_With_Citation,4,Humanities,Junior,Medium,2
5.28,4,0,5,10.74,1,Actively_Encouraged,3,Medical,Junior,High,0
4.79,0,0,3,9.81,2,Allowed_With_Citation,4,Arts,Freshman,Low,1
13.37,4,1,3,7.35,2,Allowed_With_Citation,3,Medical,Junior,High,0
12.15,3,1,1,7.53,3,Allowed_With_Citation,8,Business,Sophomore,Low,1
8.65,1,1,2,2.55,4,Actively_Encouraged,3,Arts,Junior,Medium,2
22.8,4,0,4,14.78,5,Allowed_With_Citation,6,Medical,Freshman,Low,1
29.97,1,0,5,15.98,7,Allowed_With_Citation,5,STEM,Graduate,Medium,2
8.75,0,0,5,8.65,1,Actively_Encouraged,2,Medical,Graduate,Medium,2
11.12,0,1,3,11.5,2,Actively_Encouraged,5,Humanities,Junior,High,0
6.37,0,2,4,15.09,2,Actively_Encouraged,3,Humanities,Senior,Low,1
15.15,2,1,3,1.96,6,Actively_Encouraged,7,Arts,Junior,High,0
1.94,2,0,3,15.7,1,Allowed_With_Citation,2,Business,Junior,Low,1
38.0,4,2,2,7.62,7,Actively_Encouraged,7,Medical,Junior,Medium,2
14.74,0,0,4,11.67,4,Allowed_With_Citation,4,Humanities,Sophomore,Medium,2
12.21,0,2,1,18.13,5,Strict_Ban,6,Humanities,Graduate,Medium,2
11.0,1,2,3,13.58,5,Allowed_With_Citation,6,STEM,Junior,Medium,2
19.32,4,0,4,14.08,7,Strict_Ban,10,Humanities,Graduate,High,0
6.04,4,0,4,1.0,3,Actively_Encouraged,6,Business,Junior,High,0
1.07,2,1,2,18.16,1,Strict_Ban,4,Humanities,Freshman,Low,1
2.94,1,2,2,11.65,4,Allowed_With_Citation,6,Humanities,Sophomore,High,0
6.34,2,2,3,14.23,1,Strict_Ban,4,STEM,Senior,Medium,2
2.95,0,1,3,2.29,3,Strict_Ban,7,Arts,Graduate,Low,1
7.86,3,2,1,22.4,2,Allowed_With_Citation,1,STEM,Junior,Low,1
2.0,0,0,3,13.93,5,Allowed_With_Citation,3,Business,Junior,Medium,2
3.58,4,2,3,10.06,3,Strict_Ban,6,Humanities,Freshman,Low,1
22.22,1,0,5,11.35,6,Actively_Encouraged,2,STEM,Freshman,High,0
9.43,2,2,2,6.92,5,Allowed_With_Citation,5,Arts,Freshman,Medium,2
1.5,2,2,3,18.98,2,Allowed_With_Citation,5,Humanities,Senior,Medium,2
1.19,3,1,2,13.42,1,Strict_Ban,3,Business,Senior,Medium,2
23.58,4,2,4,12.03,7,Actively_Encouraged,5,Business,Freshman,Low,1
14.46,1,1,2,11.19,3,Actively_Encouraged,3,Business,Sophomore,Medium,2
3.99,1,0,3,6.84,4,Actively_Encouraged,2,Business,Junior,Medium,2
9.61,0,2,5,9.04,2,Actively_Encouraged,3,Arts,Freshman,High,0
5.13,4,0,3,12.94,5,Allowed_With_Citation,3,Business,Sophomore,Low,1
0.69,1,2,3,18.02,2,Allowed_With_Citation,4,Humanities,Graduate,Low,1
13.62,2,2,2,6.59,1,Actively_Encouraged,1,STEM,Senior,Medium,2
5.73,4,1,3,16.07,2,Allowed_With_Citation,4,Medical,Freshman,Low,1
14.68,1,1,1,6.66,1,Strict_Ban,9,Medical,Freshman,Medium,2
4.09,0,1,2,1.87,4,Allowed_With_Citation,7,Humanities,Junior,Medium,2
5.55,1,1,1,6.89,5,Actively_Encouraged,7,STEM,Graduate,Medium,2
3.03,2,0,4,5.48,2,Actively_Encouraged,3,STEM,Senior,Low,1
4.0,3,2,3,10.67,3,Actively_Encouraged,6,Business,Sophomore,Medium,2
2.33,4,2,4,1.0,2,Allowed_With_Citation,4,STEM,Freshman,Medium,2
7.89,1,1,3,17.43,2,Allowed_With_Citation,1,Arts,Sophomore,Low,1
1.89,4,1,2,6.69,1,Allowed_With_Citation,2,Medical,Freshman,Medium,2
12.47,4,2,2,5.47,1,Allowed_With_Citation,5,Medical,Freshman,Low,1
4.85,1,2,2,12.43,4,Allowed_With_Citation,6,STEM,Freshman,High,0
0.82,1,1,1,17.67,1,Actively_Encouraged,5,Medical,Senior,Low,1
9.49,3,1,1,12.52,4,Allowed_With_Citation,6,Business,Freshman,Low,1
20.31,3,2,3,5.72,4,Strict_Ban,7,STEM,Junior,High,0
1.04,0,2,5,14.89,2,Allowed_With_Citation,7,Humanities,Senior,Low,1
1.42,3,0,5,5.22,5,Strict_Ban,5,Business,Freshman,Low,1
16.83,4,1,2,15.6,7,Allowed_With_Citation,1,Medical,Graduate,High,0
16.02,1,0,5,8.24,6,Actively_Encouraged,1,STEM,Freshman,Medium,2
7.35,1,2,4,21.28,4,Actively_Encouraged,2,STEM,Senior,High,0
2.02,2,2,2,14.62,1,Actively_Encouraged,1,Humanities,Freshman,Low,1
20.13,2,0,3,2.63,5,Actively_Encouraged,2,Medical,Senior,Medium,2
8.2,4,1,2,9.96,4,Allowed_With_Citation,1,Medical,Junior,Medium,2
1.77,1,2,5,16.63,4,Allowed_With_Citation,4,STEM,Junior,Medium,2
2.52,1,2,1,2.48,4,Allowed_With_Citation,5,Humanities,Sophomore,Low,1
3.89,2,2,4,20.31,5,Actively_Encouraged,4,Medical,Sophomore,Low,1
6.27,2,1,3,8.0,3,Strict_Ban,5,Business,Junior,Medium,2
19.87,2,2,3,8.25,2,Strict_Ban,6,Medical,Senior,High,0
17.18,3,1,2,17.77,5,Actively_Encouraged,8,Medical,Freshman,High,0
4.17,4,2,2,10.18,5,Actively_Encouraged,3,STEM,Senior,Medium,2
24.6,1,0,4,11.18,6,Allowed_With_Citation,6,Arts,Junior,Low,1
2.85,4,0,4,6.39,4,Allowed_With_Citation,2,STEM,Junior,Medium,2
6.55,0,1,2,11.36,2,Strict_Ban,3,Arts,Freshman,Low,1
0.02,3,2,3,18.57,4,Actively_Encouraged,2,Business,Freshman,Low,1
9.27,2,0,5,10.79,3,Allowed_With_Citation,3,Medical,Junior,Medium,2
13.5,4,2,4,8.65,2,Allowed_With_Citation,2,Medical,Graduate,High,0
2.68,0,0,4,18.89,1,Strict_Ban,5,STEM,Sophomore,Medium,2
3.71,1,2,2,1.83,2,Allowed_With_Citation,5,STEM,Freshman,Medium,2
1.06,0,2,5,6.43,2,Allowed_With_Citation,4,Humanities,Junior,Low,1
27.01,0,0,4,10.37,5,Allowed_With_Citation,6,Medical,Freshman,Medium,2
12.24,0,0,4,8.72,4,Actively_Encouraged,4,Arts,Sophomore,High,0
1.94,2,0,3,8.27,2,Actively_Encouraged,3,Medical,Sophomore,Low,1
2.72,0,2,1,12.56,3,Actively_Encouraged,1,Business,Freshman,Low,1
20.56,1,0,5,15.23,4,Strict_Ban,10,STEM,Senior,Medium,2
4.28,2,1,1,12.25,1,Allowed_With_Citation,4,STEM,Graduate,High,0
17.47,1,2,1,14.87,7,Allowed_With_Citation,3,STEM,Graduate,Medium,2
5.59,3,2,2,13.47,1,Strict_Ban,5,Business,Junior,Medium,2
10.58,2,1,2,1.54,4,Actively_Encouraged,1,Medical,Sophomore,Medium,2
13.53,4,0,4,5.04,6,Allowed_With_Citation,3,Humanities,Senior,Medium,2
6.35,0,2,5,6.01,1,Allowed_With_Citation,6,Medical,Senior,Medium,2
5.45,0,0,3,13.64,5,Strict_Ban,4,Humanities,Sophomore,Medium,2
11.32,3,1,1,9.34,4,Allowed_With_Citation,3,Humanities,Junior,High,0
22.43,3,2,5,16.11,4,Allowed_With_Citation,6,Business,Senior,Medium,2
2.6,2,2,3,13.78,3,Actively_Encouraged,4,Humanities,Freshman,Low,1
14.31,3,2,4,13.89,5,Allowed_With_Citation,5,Medical,Freshman,Low,1
0.79,0,2,3,9.65,1,Allowed_With_Citation,2,Humanities,Junior,Medium,2
9.72,1,1,2,11.7,4,Allowed_With_Citation,2,STEM,Senior,Medium,2
12.19,0,2,4,8.43,4,Allowed_With_Citation,5,Arts,Junior,Low,1
1.86,4,0,3,12.48,2,Strict_Ban,2,Medical,Junior,Low,1
3.79,1,2,3,2.51,2,Actively_Encouraged,1,Business,Sophomore,Medium,2
7.62,1,0,4,6.84,3,Allowed_With_Citation,3,STEM,Senior,High,0
4.54,4,0,5,12.8,4,Allowed_With_Citation,5,STEM,Freshman,Medium,2
13.74,1,2,2,6.09,5,Actively_Encouraged,6,STEM,Freshman,Low,1
0.87,4,1,2,12.44,2,Allowed_With_Citation,4,STEM,Junior,Low,1
11.91,4,2,1,14.9,5,Strict_Ban,1,Medical,Graduate,High,0
1.34,1,2,2,1.01,2,Actively_Encouraged,1,STEM,Senior,Medium,2
2.11,0,0,5,18.9,2,Strict_Ban,1,Humanities,Sophomore,Medium,2
6.62,0,1,3,11.53,1,Actively_Encouraged,6,Business,Junior,Low,1
10.05,0,0,4,9.35,4,Actively_Encouraged,5,Arts,Senior,Medium,2
0.46,4,1,2,10.48,3,Allowed_With_Citation,4,STEM,Junior,Medium,2
5.47,2,0,4,15.26,3,Strict_Ban,5,Humanities,Freshman,Medium,2
15.72,1,1,3,8.14,7,Allowed_With_Citation,8,STEM,Sophomore,High,0
1.1,3,2,4,17.61,4,Strict_Ban,5,STEM,Sophomore,Low,1
24.59,3,1,1,1.0,7,Actively_Encouraged,4,Humanities,Graduate,Medium,2
1.29,1,1,1,6.3,1,Allowed_With_Citation,1,Business,Sophomore,Medium,2
13.48,2,2,2,14.04,4,Allowed_With_Citation,4,STEM,Freshman,Medium,2
0.75,2,0,4,12.87,2,Allowed_With_Citation,3,Humanities,Sophomore,Low,1
18.82,2,2,3,5.94,5,Actively_Encouraged,2,STEM,Freshman,High,0
